"","Kingdom","Phylum","Class","Order","Family","Genus","ASV"
"ASV_262","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiohalocapsa","ASV_262"
"ASV_1383","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_1383"
"ASV_208","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,"ASV_208"
"ASV_1615","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","ASV_1615"
"ASV_459","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","ASV_459"
"ASV_229","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_229"
"ASV_934","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","ASV_934"
"ASV_1646","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chlorothrix","ASV_1646"
"ASV_1938","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","ASV_1938"
"ASV_522","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","ASV_522"
"ASV_433","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","ASV_433"
"ASV_765","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_765"
"ASV_2579","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","ASV_2579"
"ASV_306","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Phormidium IAM M-71","ASV_306"
"ASV_1017","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Contendobacter","ASV_1017"
"ASV_1369","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_1369"
"ASV_677","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,"ASV_677"
"ASV_970","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","ASV_970"
"ASV_1517","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_1517"
"ASV_1063","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae",NA,"ASV_1063"
"ASV_357","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,"ASV_357"
"ASV_613","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_613"
"ASV_251","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_251"
"ASV_1516","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea","ASV_1516"
"ASV_824","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_824"
"ASV_148","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis PCC-7914","ASV_148"
"ASV_154","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_154"
"ASV_227","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Chitinibacter","ASV_227"
"ASV_1753","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ASV_1753"
"ASV_650","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloronema","ASV_650"
"ASV_738","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus","ASV_738"
"ASV_16","Bacteria","Spirochaetota","Brevinematia","Brevinematales","Brevinemataceae","Brevinema","ASV_16"
"ASV_161","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_161"
"ASV_37","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,"ASV_37"
"ASV_203","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","ASV_203"
"ASV_991","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_991"
"ASV_973","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Seohaeicola","ASV_973"
"ASV_1764","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","966-1","ASV_1764"
"ASV_3877","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","ASV_3877"
"ASV_43","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_43"
"ASV_1127","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","ASV_1127"
"ASV_576","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_576"
"ASV_1061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_1061"
"ASV_269","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiorhodovibrio","ASV_269"
"ASV_1199","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_1199"
"ASV_758","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_758"
"ASV_1380","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Lamprocystis","ASV_1380"
"ASV_649","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,"ASV_649"
"ASV_2690","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,"ASV_2690"
"ASV_808","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_808"
"ASV_1580","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","ASV_1580"
"ASV_536","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA,"ASV_536"
"ASV_593","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_593"
"ASV_6114","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","[Desulfobacterium] catecholicum group","ASV_6114"
"ASV_1462","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","ASV_1462"
"ASV_1149","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_1149"
"ASV_218","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_218"
"ASV_1377","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_1377"
"ASV_780","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","GKS98 freshwater group","ASV_780"
"ASV_720","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","ASV_720"
"ASV_412","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_412"
"ASV_286","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_286"
"ASV_2674","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","ASV_2674"
"ASV_2427","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","ASV_2427"
"ASV_432","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_432"
"ASV_1406","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS",NA,"ASV_1406"
"ASV_2349","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,"ASV_2349"
"ASV_867","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chloroploca","ASV_867"
"ASV_2077","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","ASV_2077"
"ASV_1584","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","ASV_1584"
"ASV_1673","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_1673"
"ASV_1312","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,"ASV_1312"
"ASV_590","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae",NA,"ASV_590"
"ASV_998","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_998"
"ASV_59","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_59"
"ASV_3079","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,"ASV_3079"
"ASV_697","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_697"
"ASV_2129","Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","ASV_2129"
"ASV_810","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","ASV_810"
"ASV_2201","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_2201"
"ASV_1364","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,"ASV_1364"
"ASV_416","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_416"
"ASV_1564","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","ASV_1564"
"ASV_361","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chlorothrix","ASV_361"
"ASV_503","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Paralcaligenes","ASV_503"
"ASV_1819","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_1819"
"ASV_343","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","ASV_343"
"ASV_57","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_57"
"ASV_3891","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","ASV_3891"
"ASV_467","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_467"
"ASV_2515","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,"ASV_2515"
"ASV_485","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","ASV_485"
"ASV_285","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_285"
"ASV_3438","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","ASV_3438"
"ASV_2024","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","ASV_2024"
"ASV_132","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Roseofilum AO1-A","ASV_132"
"ASV_3372","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_3372"
"ASV_117","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_117"
"ASV_2060","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","ASV_2060"
"ASV_3622","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","[Desulfobacterium] catecholicum group","ASV_3622"
"ASV_1663","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicella","ASV_1663"
"ASV_1262","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,"ASV_1262"
"ASV_414","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_414"
"ASV_935","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfovirga","ASV_935"
"ASV_2390","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_2390"
"ASV_28","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","ASV_28"
"ASV_68","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","ASV_68"
"ASV_342","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus Thiosymbion","ASV_342"
"ASV_1128","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Contendobacter","ASV_1128"
"ASV_276","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,"ASV_276"
"ASV_1177","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","ZOR0006","ASV_1177"
"ASV_482","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","LKC2.127-25",NA,"ASV_482"
"ASV_1588","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","ASV_1588"
"ASV_3727","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA,"ASV_3727"
"ASV_1030","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_1030"
"ASV_624","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_624"
"ASV_200","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiocapsa","ASV_200"
"ASV_84","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_84"
"ASV_721","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_721"
"ASV_879","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,"ASV_879"
"ASV_544","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_544"
"ASV_108","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_108"
"ASV_2061","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,"ASV_2061"
"ASV_1039","Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosaetaceae","Methanosaeta","ASV_1039"
"ASV_425","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_425"
"ASV_876","Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobaculum","ASV_876"
"ASV_25","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_25"
"ASV_303","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_303"
"ASV_62","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ASV_62"
"ASV_89","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_89"
"ASV_199","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","ASV_199"
"ASV_379","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_379"
"ASV_118","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Trichodesmium IMS101","ASV_118"
"ASV_1751","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter","ASV_1751"
"ASV_1410","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_1410"
"ASV_12","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_12"
"ASV_2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_2"
"ASV_1590","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","ASV_1590"
"ASV_195","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_195"
"ASV_157","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_157"
"ASV_488","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,"ASV_488"
"ASV_913","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","ASV_913"
"ASV_1849","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter","ASV_1849"
"ASV_253","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_253"
"ASV_182","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis PCC-7914","ASV_182"
"ASV_1728","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Elioraeaceae","Elioraea","ASV_1728"
"ASV_1574","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 11","ASV_1574"
"ASV_244","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA,"ASV_244"
"ASV_1775","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","966-1","ASV_1775"
"ASV_2109","Bacteria","Proteobacteria","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Caedibacter","ASV_2109"
"ASV_1674","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_1674"
"ASV_2706","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Levilinea","ASV_2706"
"ASV_1041","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_1041"
"ASV_1247","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS",NA,"ASV_1247"
"ASV_1020","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,"ASV_1020"
"ASV_454","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","ASV_454"
"ASV_2742","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_2742"
"ASV_753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_753"
"ASV_2902","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis PCC-7914","ASV_2902"
"ASV_773","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","ASV_773"
"ASV_827","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Nitratireductor","ASV_827"
"ASV_1774","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","ASV_1774"
"ASV_2416","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,"ASV_2416"
"ASV_928","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA,"ASV_928"
"ASV_420","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","ASV_420"
"ASV_411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,"ASV_411"
"ASV_135","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_135"
"ASV_1166","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_1166"
"ASV_1434","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","ASV_1434"
"ASV_2113","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","ASV_2113"
"ASV_1006","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,"ASV_1006"
"ASV_1965","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_1965"
"ASV_2842","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,"ASV_2842"
"ASV_4617","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,"ASV_4617"
"ASV_2564","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_2564"
"ASV_2540","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Planktothrix NIVA-CYA 15","ASV_2540"
"ASV_1933","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_1933"
"ASV_1156","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_1156"
"ASV_1572","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicimonas","ASV_1572"
"ASV_588","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Merismopedia 0BB39S01","ASV_588"
"ASV_860","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiocapsa","ASV_860"
"ASV_1112","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Nodosilinea PCC-7104","ASV_1112"
"ASV_2383","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_2383"
"ASV_870","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_870"
"ASV_1863","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,"ASV_1863"
"ASV_3230","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA,"ASV_3230"
"ASV_1929","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Nodosilinea PCC-7104","ASV_1929"
"ASV_93","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,"ASV_93"
"ASV_81","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_81"
"ASV_155","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_155"
"ASV_3623","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_3623"
"ASV_2213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Roseitalea","ASV_2213"
"ASV_1682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","ASV_1682"
"ASV_2822","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","ASV_2822"
"ASV_4204","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_4204"
"ASV_565","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chlorothrix","ASV_565"
"ASV_1171","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,"ASV_1171"
